Symbol,Company Name
500730,NOCIL Limited
532834,Camlin Fine Sciences Limited
543489,Gateway Distriparks Limited
500444,West Coast Paper Mills Limited
543387,S.J.S. Enterprises Limited
500227,Jindal Poly Films Limited
522029,Windsor Machines Limited
533104,Globus Spirits Limited
538734,Ceinsys Tech Limited
542857,Greenpanel Industries Limited
539837,Raghav Productivity Enhancers Limited
540724,Prataap Snacks Limited
506879,Gujarat Themis Biosyn Limited
516072,Vishnu Chemicals Limited
530239,Suven Life Sciences Limited
532749,Allcargo Logistics Limited
502090,Sagar Cements Limited
512008,EFC (I) Limited
590078,Maithan Alloys Limited
507514,Som Distilleries & Breweries Limited
533333,Fineotex Chemical Limited
542907,Prince Pipes and Fittings Limited
532486,Pokarna Limited
544367,Quality Power Electrical Equipments Limited
517300,Gujarat Industries Power Company Limited
544232,Interarch Building Solutions Limited
539450,S H Kelkar and Company Limited
544333,Standard Glass Lining Technology Limited
526951,Stylam Industries Limited
500020,The Bombay Dyeing and Manufacturing Company Limited
500314,Oriental Hotels Limited
530011,Mangalore Chemicals & Fertilizers Limited
509732,Kothari Industrial Corporation Limited
532430,BF Utilities Limited
523716,Ashiana Housing Limited
543288,Deep Industries Limited
532732,Kewal Kiran Clothing Limited
544030,Flair Writing Industries Limited
500052,Bhansali Engineering Polymers Limited
540136,HPL Electric & Power Limited
543547,Ddev Plastiks Industries Limited
500108,Mahanagar Telephone Nigam Limited
526947,La Opala RG Limited
506109,Genesys International Corporation Limited
543942,Utkarsh Small Finance Bank Limited
503681,Elcid Investments Limited
542333,RPSG Ventures Limited
590066,The KCP Limited
544055,Muthoot Microfin Limited
503101,Marathon Nextgen Realty Limited
540212,TCI Express Limited
532390,TAJGVK Hotels & Resorts Limited
532924,Kolte-Patil Developers Limited
506235,Alembic Limited
524667,Savita Oil Technologies Limited
500412,Thirumalai Chemicals Limited
505010,Automotive Axles Limited
517467,Marsons Limited
544386,Spectrum Electrical Industries Limited
540544,PSP Projects Limited
534600,JTL Industries Limited
539686,K.P. Energy Limited
532848,Delta Corp Limited
513097,Shivalik Bimetal Controls Limited
539889,Parag Milk Foods Limited
513228,Pennar Industries Limited
543528,Venus Pipes and Tubes Limited
517544,Centum Electronics Limited
590005,Veedol Corporation Limited
535322,Repco Home Finance Limited
532717,Indo Tech Transformers Limited
526807,Seamec Limited
500032,Bajaj Hindusthan Sugar Limited
532799,Hubtown Limited
523261,Venky's (India) Limited
533162,Hathway Cable and Datacom Limited
523539,Precision Wires India Limited
544379,Prabha Energy Limited
530655,Goodluck India Limited
519183,ADF Foods Limited
519091,Tasty Bite Eatables Limited
523385,Nilkamal Limited
500150,Foseco India Limited
533229,Bajaj Consumer Care Limited
511551,Monarch Networth Capital Limited
500186,Hindustan Oil Exploration Company Limited
543711,Sula Vineyards Limited
541540,Solara Active Pharma Sciences Limited
890202,Solara Active Pharma Sciences Limited
543328,Krsnaa Diagnostics Limited
531209,Nucleus Software Exports Limited
531508,Eveready Industries India Limited
530073,Sanghvi Movers Limited
522281,Ram Ratna Wires Limited
532859,Hinduja Global Solutions Limited
500117,DCW Limited
524394,Vimta Labs Limited
541163,Sandhar Technologies Limited
544243,Baazar Style Retail Limited
533676,Indo Thai Securities Limited
532626,Pondy Oxides And Chemicals Limited
522257,Rajoo Engineers Limited
505192,SML Isuzu Limited
540717,Polo Queen Industrial and Fintech Limited
590013,Xpro India Limited
524820,Panama Petrochem Limited
530843,Cupid Limited
532663,Sasken Technologies Limited
544320,Carraro India Limited
532945,SEPC Limited
526247,Premier Explosives Limited
544355,Jubilant Agri and Consumer Products Limited
544243,Baazar Style Retail Limited
532612,Indoco Remedies Limited
541403,Dollar Industries Limited
509243,TVS Srichakra Limited
532815,SMS Pharmaceuticals Limited
517206,Lumax Industries Limited
522257,Rajoo Engineers Limited
531717,Vidhi Specialty Food Ingredients Limited
532626,Pondy Oxides And Chemicals Limited
522064,Honda India Power Products Limited
502157,Mangalam Cement Limited
533344,PTC India Financial Services Limited
543972,Aeroflex Industries Limited
513250,Jyoti Structures Limited
540768,Mahindra Logistics Limited
543974,Vishnu Prakash R Punglia Limited
544291,Rajesh Power Services Limited
539042,AGI Infra Limited
532285,Geojit Financial Services Limited
500333,PIX Transmissions Limited
517522,Rajratan Global Wire Limited
544150,KP Green Engineering Limited
541167,Yasho Industries Limited
532368,Brightcom Group Limited
500306,Jaykay Enterprises Limited
543449,Wonder Electricals Limited
530367,NRB Bearings Limited
532369,Ramco Industries Limited
500365,Welspun Specialty Solutions Limited
500168,Goodyear India Limited
504741,The Indian Hume Pipe Company Limited
533306,Summit Securities Limited
543329,Windlas Biotech Limited
532851,Insecticides (India) Limited
522249,Mayur Uniquoters Limited
500068,DISA India Limited
505412,Wendt (India) Limited
542759,Spandana Sphoorty Financial Limited
590051,Saksoft Limited
540797,Shalby Limited
590006,Amrutanjan Health Care Limited
532698,Nitin Spinners Limited
532268,Accelya Solutions India Limited
543386,Fino Payments Bank Limited
507526,Associated Alcohols & Breweries Limited
543260,Stove Kraft Limited
544167,JNK India Limited
532661,Rane (Madras) Limited
544305,One MobiKwik Systems Limited
526650,Tourism Finance Corporation of India Limited
543399,Tarsons Products Limited
526227,Filatex India Limited
526783,Dr. Agarwal's Eye Hospital Limited
535136,Nibe Limited
522101,Kilburn Engineering Limited
500672,Novartis India Limited
514234,Sangam (India) Limited
533267,Cantabil Retail India Limited
523838,Simplex Infrastructures Limited
544133,Exicom Tele-Systems Limited
534392,Vardhman Special Steels Limited
544042,Bajel Projects Limited
526506,Systematix Corporate Services Limited
531449,GRM Overseas Limited
505800,Rane Holdings Limited
504112,Nelco Limited
505744,Federal-Mogul Goetze (India) Limited
543996,Updater Services Limited
543411,Hi-Tech Pipes Limited
512068,Deccan Gold Mines Limited
522215,HLE Glascoat Limited
533302,Kalyani Investment Company Limited
532775,GTL Infrastructure Limited
539289,Aurum PropTech Limited
AURUMPP,Aurum PropTech Limited
524164,IOL Chemicals and Pharmaceuticals Limited
504341,Ravindra Energy Limited
500304,NIIT Limited
544119,Rashi Peripherals Limited
533303,BF Investment Limited
540048,S.P. Apparels Limited
511034,Jindal Drilling & Industries Limited
514043,Himatsingka Seide Limited
539404,Satin Creditcare Network Limited
543989,Sai Silks (Kalamandir) Limited
543714,Landmark Cars Limited
513269,Man Industries (India) Limited
514440,Blue Pearl Agriventures Limited
531761,Apollo Pipes Limited
544202,Stanley Lifestyles Limited
543331,Meghmani Organics Limited
532485,Balmer Lawrie Investments Limited
543923,IKIO Technologies Limited
524091,Carysil Limited
513517,Steelcast Limited
517059,Salzer Electronics Limited
531548,Somany Ceramics Limited
500191,HMT Limited
522261,Dolphin Offshore Enterprises (India) Limited
533080,Mold-Tek Packaging Limited
526829,Confidence Petroleum India Limited
512020,Saraswati Commercial (India) Limited
543652,Fusion Finance Limited
544217,Sanstar Limited
544053,Motisons Jewellers Limited
511768,Master Trust Limited
523105,Cropster Agro Limited
543311,India Pesticides Limited
507747,TTK Healthcare Limited
507789,Jagsonpal Pharmaceuticals Limited
543932,ideaForge Technology Limited
533146,D-Link (India) Limited
543321,Tatva Chintan Pharma Chem Limited
539872,Bajaj HealthCare Limited
523618,Dredging Corporation of India Limited
544224,Afcom Holdings Limited
543514,Veranda Learning Solutions Limited
500414,Timex Group India Limited
542905,Hindware Home Innovation Limited
590030,Southern Petrochemical Industries Corporation Limited
590073,Wheels India Limited
522241,M M Forgings Limited
502450,Seshasayee Paper and Boards Limited
504212,Universal Cables Limited
511742,UGRO Capital Limited
531179,Arman Financial Services Limited
539332,Navkar Corporation Limited
523694,Apcotex Industries Limited
532366,PNB Gilts Ltd.
504036,Hind Rectifiers Limited
526433,ASM Technologies Limited
517015,Vindhya Telelinks Limited
530943,Sri Adhikari Brothers Television Network Limited
505160,Talbros Automotive Components Limited
508814,Cosmo First Limited
532705,Jagran Prakashan Limited
530307,Chaman Lal Setia Exports Ltd.
530475,Tinna Rubber and Infrastructure Limited
509675,BirlaNu Limited
530131,Udaipur Cement Works Limited
532309,GE Power India Limited
543929,HMA Agro Industries Limited
523369,DCM Shriram Industries Limited
533552,Rupa & Company Limited
543214,NDR Auto Components Limited
526521,Sanghi Industries Limited
512237,Jai Corp Limited
524470,Syncom Formulations (India) Limited
543542,Kesar India Limited
507878,Unitech Limited
524669,Hester Biosciences Limited
507488,G.M. Breweries Limited
506194,Arihant Superstructures Limited
533761,GPT Infraprojects Limited
544020,ESAF Small Finance Bank
532650,MSP Steel & Power Limited
514448,Jyoti Resins and Adhesives Limited
544293,Suraksha Diagnostic Limited
533137,DEN Networks Limited
508954,Finkurve Financial Services Limited
517041,Ador Welding Limited
507944,Bajaj Steel Industries Limited
531921,Agarwal Industrial Corporation Limited
532719,B.L. Kashyap and Sons Limited
530555,Paramount Communications Limited
544198,DEE Development Engineers Limited
505526,Dolat Algotech Limited
539636,Precision Camshafts Limited
526608,Electrotherm (India) Limited
543597,Virtuoso Optoelectronics Limited
539309,Rama Steel Tubes Limited
539678,Quick Heal Technologies Limited
532067,3B Blackbio Dx Limited
532633,Alldigi Tech Limited
542866,Colab Platforms Limited
509152,GRP Limited
540425,Shankara Building Products Limited
512038,TCC Concept Limited
543273,Knowledge Marine & Engineering Works Limited
543686,Sirca Paints India Limited
500460,Mukand Limited
543689,Uniparts India Limited
544235,Orient Technologies Limited
502330,Andhra Paper Limited
540642,Salasar Techno Engineering Limited
505196,TIL Limited
544316,DAM Capital Advisors Limited
509820,Huhtamaki India Limited
523606,Sika Interplant Systems Limited
517500,Roto Pumps Limited
543254,Antony Waste Handling Cell Limited
532370,Ramco Systems Limited
530879,Capital India Finance Limited
506480,GOCL Corporation Limited
533263,Orient Green Power Company Limited
543812,Divgi TorqTransfer Systems Limited
500147,John Cockerill India Limited
517380,Igarashi Motors India Limited
543953,Khazanchi Jewellers Limited
543389,Sigachi Industries Limited
517035,Rir Power Electronics Limited
543279,Suryoday Small Finance Bank Limited
544029,Gandhar Oil Refinery (India) Limited
532742,Paushak Limited
532850,MIC Electronics Limited
540124,G N A Axles Limited
543590,Rhetan TMT Limited
523862,Grand Oak Canyons Distillery Limited
544037,Amic Forging Limited
532880,Omaxe Limited
544054,Suraj Estate Developers Limited
504000,Elpro International Limited
533121,Expleo Solutions Limited
531637,Praveg Limited
509438,Benares Hotels Limited
506390,Heubach Colorants India Limited
532240,India Nippon Electricals Limited
539221,Sportking India Limited
543283,Barbeque-Nation Hospitality Limited
544107,BLS E-Services Limited
526173,Andrew Yule & Company Limited
500650,Excel Industries Limited
590134,Madras Fertilizers Limited
506618,Punjab Chemicals and Crop Protection Limited
532684,Everest Kanto Cylinder Limited
505725,Algoquant Fintech Limited
543419,Shriram Properties Limited
539469,Panorama Studios International Limited
533138,Astec LifeSciences Limited
500199,I G Petrochemicals Limited
523445,Reliance Industrial Infrastructure Limited
544134,Platinum Industries Limited
544227,Unicommerce eSolutions Limited
543992,Yatra Online Limited
542727,City Pulse Multiplex Limited
544120,Capital Small Finance Bank Limited
532365,Dynacons Systems & Solutions Limited
504346,Rrp Semiconductor Limited
540774,IFGL Refractories Limited
534535,String Metaverse Limited
540795,Dynamic Cables Limited
530699,Raj Rayon Industries Limited
534369,Tribhovandas Bhimji Zaveri Limited
544138,J.G. Chemicals Limited
506685,Ultramarine & Pigments Limited
544131,GPT Healthcare Limited
531795,Atul Auto Limited
538920,Vintage Coffee and Beverages Limited
543230,Advait Energy Transitions Limited
532686,Kernex Microsystems (India) Limited
590065,India Motor Parts & Accessories Limited
505400,Texmaco Infrastructure & Holdings Limited
506197,Bliss GVS Pharma Limited
531357,Mercury Ev-Tech Limited
508933,AYM Syntex Limited
500078,Oriental Aromatics Limited
530355,Asian Energy Services Limited
507410,Walchandnagar Industries Limited
523475,Lotus Chocolate Company Limited
539799,Bharat Wire Ropes Limited
543591,Dreamfolks Services Limited
523736,Dhunseri Ventures Limited
540602,GTPL Hathway Limited
519152,Vadilal Enterprises Limited
530079,Faze Three Limited
543517,Hariom Pipe Industries Limited
531847,Asian Star Company Limited
532457,Gulshan Polyols Limited
532923,Renaissance Global Limited
544117,Signpost India Limited
542669,BMW Industries Ltd.
542774,Mufin Green Finance Limited
540718,Aayush Art and Bullion Limited
530199,Themis Medicare Limited
540776,5paisa Capital Limited
538836,Monte Carlo Fashions Limited
544184,Borosil Scientific Limited
544004,IRM Energy Limited
500280,Century Enka Limited
531633,Lincoln Pharmaceuticals Limited
500136,Ester Industries Limited
543766,Ashika Credit Capital Limited
544294,Rossell Techsys Limited
530643,Eco Recycling Limited
544239,Ecos (India) Mobility & Hospitality Limited
506248,Amines & Plasticizers Limited
502180,Shree Digvijay Cement Company Limited
539921,Shanti Educational Initiatives Limited
532180,Dhanlaxmi Bank Limited
517421,Butterfly Gandhimathi Appliances Limited
540649,Avadh Sugar & Energy Limited
500429,Uniphos Enterprises Limited
541269,Chemfab Alkalis Limited
524332,BCL Industries Limited
500439,Vardhman Holdings Limited
543263,SMC Global Securities Limited
519477,CIAN Agro Industries & Infrastructure Limited
524520,KMC Speciality Hospitals (India) Limited
531859,Oriental Rail Infrastructure Limited
511413,Crest Ventures Limited
502137,Deccan Cements Limited
540704,Matrimony.com Limited
507753,TGV SRAAC Limited
522073,The Hi-Tech Gears Limited
532729,Uttam Sugar Mills Limited
523207,Kokuyo Camlin Limited
530759,Sterling Tools Limited
531147,Alicon Castalloy Limited
531092,Om Infra Limited
543709,PNGS Gargi Fashion Jewellery Limited
500317,Oswal Agro Mills Limited
500402,SPML Infra Limited
543995,Manoj Vaibhav Gems 'N' Jewellers Limited
523708,Eimco Elecon (India) Limited
540311,JITF Infralogistics Limited
543266,Heranba Industries Limited
540125,Radhika Jeweltech Limited
522108,Yuken India Limited
543252,Fairchem Organics Limited
543240,Likhitha Infrastructure Limited
543928,Cosmic CRF Limited
540980,The Yamuna Syndicate Limited
532875,Allied Digital Services Limited
519602,Kellton Tech Solutions Limited
539290,Oswal Greentech Limited
512229,Veritas (India) Limited
544136,R K Swamy Limited
544315,Concord Enviro Systems Limited
511431,Vakrangee Limited
544253,Kross Limited
543712,Abans Financial Services Limited
501150,Centrum Capital Limited
538668,Meghna Infracon Infrastructure Limited
534328,Hexa Tradex Limited
532515,T.V. Today Network Limited
532699,Royal Orchid Hotels Limited
544244,Gala Precision Engineering Limited
539018,Beekay Steel Industries Limited
543977,Rishabh Instruments Limited
537259,Suyog Telematics Limited
539785,Pudumjee Paper Products Limited
502175,Saurashtra Cement Limited
505163,ZF Steering Gear (India) Limited
542684,Prakash Pipes Limited
512267,Media Matrix Worldwide Limited
543599,Ksolves India Limited
543920,CFF Fluid Control Limited
534742,Zuari Agro Chemicals Limited
502168,NCL Industries Limited
512025,Banganga Paper Industries Limited
534748,Steel Exchange India Limited
511676,GIC Housing Finance Limited
544186,Forbes Precision Tools and Machine Parts Limited
531035,Eraaya Lifespaces Limited
506808,Tuticorin Alkali Chemicals and Fertilizers Limited
522295,Control Print Limited
539895,Shalimar Agencies Limited
524648,Indo Amines Limited
508807,IST Limited
512233,Jaybharat Textiles and Real Estate Limited
501298,Industrial And Prudential Investment Company Limited
515043,Saint-Gobain Sekurit India Limited
519105,AVT Natural Products Limited
532616,Xchanging Solutions Limited
544135,Mukka Proteins Limited
532780,Parsvnath Developers Limited
511628,Fedders Holding Limited
539682,Lucent Industries Limited
500264,Mafatlal Industries Limited
590062,The Andhra Sugars Limited
540061,Bigbloc Construction Limited
533477,Enkei Wheels (India) Limited
536773,Jindal Poly Investment and Finance Company Limited
544149,Krystal Integrated Services Limited
503031,Peninsula Land Limited
533285,RDB Infrastructure and Power Limited
500268,Manali Petrochemicals Limited
538992,Sar Auto Products Limited
532839,Dish TV India Limited
500207,Indo Rama Synthetics (India) Limited
524109,Kabra Extrusiontechnik Limited
532475,Aptech Limited
540737,Shree Ganesh Remedies Limited
540650,Magadh Sugar & Energy Limited
524280,Kopran Limited
511076,Sat Industries Limited
544271,Garuda Construction and Engineering Limited
532323,Shiva Cement Limited
532345,Allcargo Gati Limited
532937,Kuantum Papers Limited
531426,Tamil Nadu Newsprint and Papers Limited
509960,U.P. Hotels Limited
539148,Shivalik Rasayan Limited
544318,Mamata Machinery Limited
532624,Jindal Photo Limited
538451,Worth Investment & Trading Company Limited
544264,Diffusion Engineers Limited
505036,Automobile Corporation of Goa Limited
526666,Bhartiya International Ltd.
533156,Vascon Engineers Limited
543525,Silver Touch Technologies Limited
512453,Shri Jagdamba Polymers Limited
533336,Dhunseri Investments Limited
520008,Rico Auto Industries Limited
544279,Godavari Biorefineries Limited
516064,Arrow Greentech Limited
532842,Sree Rayalaseema Hi-Strength Hypo Limited
532893,VTM Limited
540145,Valiant Organics Limited
500119,Dhampur Sugar Mills Limited
526885,Sarla Performance Fibers Limited
543898,BEML Land Assets Limited
532503,Rajapalayam Mills Limited
544058,Credo Brands Marketing Limited
538635,Snowman Logistics Limited
520073,RACL Geartech Limited
532382,Balaji Telefilms Limited
539843,NINtec Systems Limited
526725,The Sandesh Limited
532467,Hazoor Multi Projects Limited
532974,Aditya Birla Money Limited
532051,Swelect Energy Systems Limited
500780,Zuari Industries Limited
524370,Bodal Chemicals Limited
509874,Shalimar Paints Limited
500153,Ganesh Benzoplast Limited
533193,Kirloskar Electric Company Limited
532794,Zee Media Corporation Limited
539660,Best Agrolife Limited
523329,Eldeco Housing and Industries Limited
506260,Anuh Pharma Limited
526961,Last Mile Enterprises Limited
522195,Frontier Springs Limited
539956,TAAL Enterprises Limited
539046,Manaksia Coated Metals & Industries Limited
533259,Sastasundar Ventures Limited
500193,HLV Limited
507155,Jagatjit Industries Limited
543223,Max India Limited
523160,Morganite Crucible (India) Limited
543955,Transindia Real Estate Limited
531910,Madhuveer Com 18 Network Limited
543918,GHCL Textiles Limited
530023,The Investment Trust of India Limited
543619,Concord Control Systems Limited
530075,Selan Exploration Technology Limited
524212,Wanbury Limited
500296,Nahar Spinning Mills Limited
513108,Gandhi Special Tubes Limited
532532,Jaiprakash Associates Limited
532529,New Delhi Television Limited
532764,GeeCee Ventures Limited
541929,Synergy Green Industries Limited
523796,Viceroy Hotels Limited
543931,Veefin Solutions Limited
511333,VLS Finance Limited
538119,R & B Denims Limited
539607,Blue Cloud Softech Solutions Limited
506414,Fermenta Biotech Limited
544144,Popular Vehicles and Services Limited
532741,Kamdhenu Limited
544296,Nisus Finance Services Co Limited
531978,Ambika Cotton Mills Limited
500337,Prime Securities Limited
533022,20 Microns Limited
544258,Western Carriers (India) Limited
520086,Sical Logistics Limited
532864,Nelcast Limited
520119,Automotive Stampings and Assemblies Limited
516030,Pakka Limited
505358,Integra Engineering India Limited
523850,Axtel Industries Limited
539334,Shree Pushkar Chemicals & Fertilisers Limited
532513,TVS Electronics Limited
531359,Shriram Asset Management Company Limited
539997,Kwality Pharmaceuticals Limited
543644,InfoBeans Technologies Limited
526987,Urja Global Limited
522229,Taneja Aerospace and Aviation Limited
508906,Everest Industries Limited
532610,Dwarikesh Sugar Industries Limited
543218,Suratwwala Business Group Limited
531381,Arihant Foundations & Housing Limited
543324,Gretex Corporate Services Limited
539201,Satia Industries Limited
544158,SRM Contractors Limited
520059,Munjal Auto Industries Limited
506405,DMCC Speciality Chemicals Limited
543831,Bright Outdoor Media Limited
533316,STEL Holdings Limited
506532,Nitta Gelatin India Limited
526407,Hampton Sky Realty Limited
539195,POCL Enterprises Limited
530871,Chembond Chemicals Limited
507836,Mac Charles (India) Limited
512531,The State Trading Corporation of India Limited
526596,Liberty Shoes Ltd.
541096,Bharat Parenterals Limited
532348,Subex Limited
542383,Ritco Logistics Limited
541741,Fratelli Vineyards Limited
530067,CSL Finance Limited
532930,BGR Energy Systems Limited
533260,CP Capital Limited
511605,Arihant Capital Markets Limited
543687,Dharmaj Crop Guard Limited
543725,Elin Electronics Limited
531638,Suraj Limited
524330,Jayant Agro-Organics Limited
539400,Mallcom (India) Limited
506687,Transpek Industry Limited
543787,Macfos Limited
543978,Ratnaveer Precision Engineering Limited
530499,A. K. Capital Services Limited
526668,Kamat Hotels (India) Limited
500777,Tamilnadu Petroproducts Limited
543233,Chemcon Speciality Chemicals Limited
540497,S Chand And Company Limited
524774,NGL Fine-Chem Limited
500350,RSWM Limited
540730,Mehai Technology Limited
538446,Moneyboxx Finance Limited
504132,Permanent Magnets Limited
506642,Sadhana Nitro Chem Limited
522122,Voith Paper Fabrics India Limited
517344,Mindteck (India) Limited
506597,Amal Ltd
534425,Speciality Restaurants Limited
530803,Bhageria Industries Limited
533107,Swan Defence and Heavy Industries Limited
543732,Radiant Cash Management Services Limited
531889,Integrated Industries Limited
532687,Repro India Limited
544364,Indef Manufacturing Limited
533217,Hindustan Media Ventures Limited
513536,Gujarat Natural Resources Limited
503169,The Ruby Mills Limited
539436,Coffee Day Enterprises Limited
541276,Hardwyn India Limited
505504,GHV Infra Projects Limited
543828,Sudarshan Pharma Industries Limited
514286,Ashima Limited
532888,Asian Granito India Limited
530245,Aryaman Financial Services Limited
540692,Apex Frozen Foods Limited
520066,Jay Bharat Maruti Limited
544302,Innovana Thinklabs Limited
531241,Linc Limited
500023,Asian Hotels (North) Limited
521194,SIL Investments Limited
526582,TPL Plastech Limited
540358,RMC Switchgears Limited
544262,Manba Finance Limited
500089,DIC India Limited
532902,Consolidated Construction Consortium Limited
533470,Rushil Décor Limited
542725,SBC Exports Limited
522134,Artson Limited
542351,Gloster Limited
509635,Hindustan Composites Limited
532700,Entertainment Network (India) Limited
544276,Deepak Builders & Engineers India Limited
524500,Kilitch Drugs (India) Limited
524542,The Sukhjit Starch & Chemicals Limited
513121,Oricon Enterprises Limited
507552,Foods and Inns Limited
544272,Shiv Texchem Limited
540652,Captain Technocast Limited
523558,Swiss Military Consumer Goods Limited
542770,Alphalogic Techsys Limited
517556,PVP Ventures Limited
506852,Primo Chemicals Limited
519421,KSE Limited
509525,Empire Industries Limited
543688,Sarveshwar Foods Limited
533284,R.P.P. Infra Projects Limited
520151,Transworld Shipping Lines Limited
532016,Espire Hospitality Limited
526817,Cheviot Company Limited
532782,Sutlej Textiles and Industries Limited
524632,Shukra Pharmaceuticals Limited
514354,Premier Polyfilm Ltd.
533704,Essar Shipping Limited
514238,MKVentures Capital Limited
500173,GFL Limited
511702,Yogi Limited
524342,Indo Borax & Chemicals Limited
523828,Menon Bearings Limited
542012,A-1 Limited
543969,Pyramid Technoplast Limited
526530,IIRM Holdings India Limited
537750,Kiran Vyapar Limited
532738,Twamev Construction and Infrastructure Limited
532987,Rane Brake Lining Limited
511589,Avonmore Capital & Management Services Limited
544354,Solarium Green Energy Limited
531771,Shraddha Prime Projects Limited
543624,Maagh Advertising And Marketing Services Limited
543954,Allcargo Terminals Limited
531146,Medicamen Biotech Limited
540735,IRIS Business Services Limited
543363,Prevest Denpro Limited
533208,Emami Paper Mills Limited
530845,Sunshield Chemicals Limited
532907,IL&FS Engineering and Construction Company Limited
532713,Sakuma Exports Limited
543638,Tracxn Technologies Limited
538772,Niyogin Fintech Limited
526586,Wim Plast Limited
544281,A B Infrabuild Limited
512519,Donear Industries Limited
500298,Naperol Investments Limited
532708,GVK Power & Infrastructure Limited
526423,Kriti Industries (India) Limited
542337,Spencer's Retail Limited
541358,Unifinz Capital India Limited
517536,Onward Technologies Limited
535601,Sreeleathers Limited
538598,Vishal Fabrics Limited
543416,Zodiac Energy Limited
534675,Prozone Realty Limited
523411,ADC India Communications Limited
532011,Vashu Bhagnani Industries Limited
530145,Kisan Mouldings Limited
519003,Modi Naturals Limited
526721,Nicco Parks & Resorts Limited
517166,SPEL Semiconductor Limited
515147,Haldyn Glass Limited
530477,Vikram Thermo (India) Limited
523269,Advani Hotels & Resorts (India) Limited
543958,VL E-Governance & IT Solutions Limited
514175,Vardhman Polytex Limited
544310,Yash Highvoltage Ltd.
538970,Wardwizard Innovations & Mobility Limited
509220,PTL Enterprises Limited
509055,Visaka Industries Limited
532641,Nandan Denim Limited
540775,Khadim India Limited
532944,OnMobile Global Limited
507794,Khaitan Chemicals and Fertilizers Limited
524129,Vinyl Chemicals (India) Limited
544342,Stallion India Fluorochemicals Limited
532141,Andhra Cements Limited
536264,Tiger Logistics (India) Limited
533270,Bedmutha Industries Limited
544187,Kronox Lab Sciences Limited
544060,RBZ Jewellers Limited
500500,Hindustan Motors Limited
504959,Stovec Industries Limited
543930,Uravi Defence and Technology Limited
543497,Bhatia Colour Chem Limited
502420,Orient Paper & Industries Limited
514316,Raghuvir Synthetics Limited
539594,Mishtann Foods Limited
504240,Delton Cables Limited
523391,Nahar Poly Films Limited
532737,Emkay Global Financial Services Limited
544254,Tolins Tyres Limited
544204,Vraj Iron and Steel Limited
533210,Kriti Nutrients Limited
504605,Uni Abex Alloy Products Limited
532694,Bartronics India Limited
532408,Megasoft Limited
523710,Sayaji Hotels Limited
526570,Midwest Gold Limited
543593,Dhampur Bio Organics Limited
507912,LKP Finance Limited
524444,Evexia Lifecare Limited
505720,Hercules Hoists Limited
532143,SKM Egg Products Export (India) Limited
504084,Kaycee Industries Limited
531537,Mizzen Ventures Limited
532649,Nectar Lifesciences Limited
514010,Rudra Ecovation Limited
530363,The Ugar Sugar Works Limited
500012,The Andhra Petrochemicals Limited
514183,Black Rose Industries Limited
543433,HP Adhesives Limited
533152,MBL Infrastructures Limited
523648,Plastiblends India Limited
523229,Bharat Seats Limited
543782,Sealmatic India Limited
543829,Global Surfaces Limited
533218,Emami Realty Limited
542231,Nila Spaces Limited
500356,Shree Rama Newsprint Limited
543539,Modi's Navnirman Limited
532906,Maan Aluminium Limited
515008,Modern Insulators Limited
539761,Vantage Knowledge Academy Limited
505232,Veljan Denison Limited
523792,Mazda Limited
542655,Vikas Lifecare Limited
505750,Jost's Engineering Company Limited
536974,Captain Polyplast Limited
538961,Genus Paper & Boards Limited
543373,Shri Venkatesh Refineries Limited
539300,Sunrakshakk Industries India Limited
524075,Albert David Limited
526443,Artificial Electronics Intelligent Material Limited
504220,W.S. Industries (India) Limited
502865,Forbes & Company Limited
531652,UVS Hospitality and Services Limited
539151,Arfin India Limited
520043,Munjal Showa Limited
500060,Birla Cable Limited
539927,Likhami Consulting Limited
532173,CyberTech Systems and Software Limited
534680,SRG Housing Finance Limited
542721,Anand Rayons Limited
539399,Bella Casa Fashion & Retail Limited
503722,Banswara Syntex Limited
513554,Mahamaya Steel Industries Limited
540937,Medico Remedies Limited
509709,International Conveyors Limited
523023,Sinclairs Hotels Limited
504731,Azad India Mobility Limited
539528,Aayush Wellness Limited
542670,Artemis Electricals and Projects Limited
532305,Ind-Swift Laboratories Limited
543915,Pavna Industries Limited
531225,XTGlobal Infotech Limited
544273,Mangalam Global Enterprise Limited
511766,Muthoot Capital Services Limited
532310,Shree Rama Multi-Tech Limited
517214,DiGiSPICE Technologies Limited
504176,High Energy Batteries (India) Limited
532853,Asahi Songwon Colors Limited
507438,IFB Agro Industries Limited
540403,CL Educate Limited
544219,VVIP Infratech Limited
543470,SoftTech Engineers Limited
543998,Valiant Laboratories Limited
512626,Orbit Exports Limited
544001,Sunita Tools Limited
532666,FCS Software Solutions Limited
530129,Nile Limited
524731,Jenburkt Pharmaceuticals Limited
537785,Race Eco Chain Limited
532980,Gokul Refoils & Solvent Limited
532829,Lehar Footwears Limited
500179,HCL Infosystems Limited
532329,Danlaw Technologies India Limited
517273,S&S Power Switchgear Limited
504879,Orient Ceratech Limited
541402,Affordable Robotic & Automation Limited
541701,Supershakti Metaliks Limited
539044,Manaksia Steels Limited
511754,Shalibhadra Finance Limited
532932,Manaksia Limited
535667,India Finsec Limited
532952,Nahar Capital and Financial Services Limited
541400,ZIM Laboratories Limited
518075,Suraj Products Limited
531373,The Byke Hospitality Limited
509567,Goa Carbon Limited
519136,Nahar Industrial Enterprises Limited
